OBJECTID,BASIC_COLOUR,BODY_TYPE,CC_RATING,FIRST_NZ_REGISTRATION_YEAR,FIRST_NZ_REGISTRATION_MONTH,GROSS_VEHICLE_MASS,IMPORT_STATUS,INDUSTRY_CLASS,MAKE,MODEL,MOTIVE_POWER,NUMBER_OF_AXLES,NUMBER_OF_SEATS,NZ_ASSEMBLED,ORIGINAL_COUNTRY,POWER_RATING,PREVIOUS_COUNTRY,SUBMODEL,TLA,TRANSMISSION_TYPE,VEHICLE_TYPE,VEHICLE_USAGE,VEHICLE_YEAR
3100,BLUE,UTILITY,3565,2005,7,2685,NEW,PRIVATE,HOLDEN,CREWMAN,PETROL,0,5,IMPORTED BUILT-UP,AUSTRALIA,175,NONE,CROSS 6 AUTO,DUNEDIN CITY,4-GEAR AUTO,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2005
3101,BLACK,LIGHT VAN,2380,2005,11,2410,USED,PRIVATE,NISSAN,LARGO,PETROL,2,7,IMPORTED BUILT-UP,JAPAN,0,JAPAN,SX-G,WAIROA DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1996
3102,SILVER,STATION WAGON,1496,2010,7,1555,USED,PRIVATE,TOYOTA,SPACIO,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2002
3103,GOLD,HATCHBACK,1769,2005,5,1245,NEW,PRIVATE,NISSAN,PULSAR,PETROL,0,5,IMPORTED BUILT-UP,UNITED KINGDOM,92,NONE,1.8 HATCH AUTO,AUCKLAND,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
3104,SILVER,HATCHBACK,1769,2005,5,1235,NEW,PRIVATE,NISSAN,PULSAR,PETROL,0,5,IMPORTED BUILT-UP,UNITED KINGDOM,92,NONE,1.8 LS HATCH MAN,AUCKLAND,5-GEAR MANUAL,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
3105,BLUE,SALOON,3498,2006,1,0,NEW,PRIVATE,NISSAN,MAXIMA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,170,NONE,3.5 PETROL TI LTHR,TAURANGA CITY,6-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3106,BLACK,UTILITY,5665,2005,7,2535,NEW,PRIVATE,HOLDEN,CREWMAN,PETROL,2,5,IMPORTED BUILT-UP,AUSTRALIA,235,NONE,SS V8,FAR NORTH DISTRICT,6-GEAR MANUAL,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2006
3107,SILVER,HATCHBACK,1330,2007,9,1275,USED,PRIVATE,HONDA,FIT,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,CHRISTCHURCH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2003
3108,GREY,SALOON,5665,2003,2,1641,NEW,PRIVATE,HOLDEN,COMMODORE,PETROL,0,5,IMPORTED BUILT-UP,AUSTRALIA,255,NONE,HSV CLUBSPORT AUTO,LOWER HUTT CITY,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2003
3109,WHITE,SALOON,2800,1989,1,0,NEW,PRIVATE,TOYOTA,CRESSIDA,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,GL,HOROWHENUA DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1989
3110,CREAM,SERVICE COACH,11045,1977,11,16000,NEW,PRIVATE,MERCEDES-BENZ,305,DIESEL,2,64,UNKNOWN,NOT KNOWN,0,NONE,,TAURANGA CITY,,BUS,TAXI COMMERCIAL PASSENGER,1977
3111,WHITE,SALOON,3900,1990,2,0,NEW,PRIVATE,FORD,FAIRMONT,PETROL,0,5,UNKNOWN,AUSTRALIA,0,NONE,GHIA,HAURAKI DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1990
3112,GREY,FLAT-DECK TRAILER,0,2006,10,1000,NEW,PRIVATE,TRAILER,LOCAL,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,AUCKLAND,,TRAILER/CARAVAN,OTHER GOODS,2006
3113,SILVER,DOMESTIC TRAILER,0,2007,9,500,NEW,PRIVATE,TRAILER,HOMEMADE,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,KAIPARA DISTRICT,,TRAILER/CARAVAN,OTHER GOODS,2007
3114,RED,DOMESTIC TRAILER,0,2007,11,2584,NEW,PRIVATE,ATLAS,HB510,,2,0,IMPORTED BUILT-UP,UNITED KINGDOM,0,NONE,,TAURANGA CITY,,TRAILER/CARAVAN,OTHER GOODS,2007
3115,SILVER,STATION WAGON,2488,2006,8,0,NEW,PRIVATE,NISSAN,X-TRAIL,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,132,NONE,AT 2.5L TI LTHR F/L,MARLBOROUGH DISTRICT,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3116,WHITE,HEAVY VAN,2279,1977,7,3499,NEW,PRIVATE,BEDFORD,CF,DIESEL,2,2,UNKNOWN,NOT KNOWN,0,NONE,,SELWYN DISTRICT,,GOODS VAN/TRUCK/UTILITY,OTHER GOODS,1977
3117,BLUE,UTILITY,3310,1981,4,1999,NEW,PRIVATE,HOLDEN,KINGSWOOD,DIESEL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,WAIMAKARIRI DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1981
3118,BLACK,MOTORCYCLE,998,2006,3,0,NEW,PRIVATE,HONDA,CBR1000,PETROL,0,0,IMPORTED BUILT-UP,JAPAN,114,NONE,RR,TAUPO DISTRICT,,MOTORCYCLE,PRIVATE PASSENGER,2006
3119,SILVER,DOMESTIC TRAILER,0,2007,10,1200,NEW,UNKNOWN,KEA,TRAILER K844T,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,TAURANGA CITY,,TRAILER/CARAVAN,OTHER GOODS,2007
3120,SILVER,STATION WAGON,1998,2006,7,1780,USED,PRIVATE,NISSAN,TINO,PETROL,2,6,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,PORIRUA CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1999
3121,WHITE,UTILITY,3791,2003,2,2365,NEW,PRIVATE,HOLDEN,UTE,PETROL,2,2,IMPORTED BUILT-UP,AUSTRALIA,152,NONE,V6 AUTO,TAURANGA CITY,4-GEAR AUTO,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2003
3122,SILVER,DOMESTIC TRAILER,0,2011,11,1000,NEW,UNKNOWN,PINTO,TRAILER,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,WAIKATO DISTRICT,,TRAILER/CARAVAN,OTHER GOODS,2011
3123,BLUE,DOMESTIC TRAILER,0,2007,11,0,NEW,UNKNOWN,BRIFORD,8X4'6 FURNITURE,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,AUCKLAND,,TRAILER/CARAVAN,OTHER GOODS,2007
3124,GREEN,TRACTOR,6057,2004,11,8500,NEW,PRIVATE,TRACTOR,DEUTZ FAHR AGROTRON,DIESEL,0,0,IMPORTED BUILT-UP,GERMANY,0,NONE,,CLUTHA DISTRICT,,TRACTOR,OTHER,2004
3125,GREY,DOMESTIC TRAILER,0,2005,1,1000,NEW,UNKNOWN,TRAILER,PRESCOTT,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,FAR NORTH DISTRICT,,TRAILER/CARAVAN,OTHER GOODS,2005
3126,SILVER,SALOON,3565,2005,10,0,NEW,PRIVATE,HOLDEN,COMMODORE,PETROL,2,5,IMPORTED BUILT-UP,AUSTRALIA,190,NONE,S V6 AUTO,TIMARU DISTRICT,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
3127,GREY,BOAT TRAILER,0,2006,1,0,NEW,PRIVATE,ROADMASTER,JETSKI TRAILER,,2,0,IMPORTED BUILT-UP,UNITED STATES,0,NONE,,AUCKLAND,,TRAILER/CARAVAN,OTHER GOODS,2005
3128,BLUE,SALOON,2490,2007,1,1715,USED,PRIVATE,BMW,323,PETROL,0,5,IMPORTED BUILT-UP,GERMANY,0,JAPAN,I,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1999
3129,SILVER,MOTORCYCLE,49,2005,2,0,NEW,PRIVATE,VESPA,ET2,PETROL,0,0,IMPORTED BUILT-UP,ITALY,0,NONE,,QUEENSTOWN-LAKES DISTRICT,,MOPED,PRIVATE PASSENGER,2005
3130,SILVER,SALOON,1830,2005,11,1435,USED,PRIVATE,NISSAN,PRIMERA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,CAMINO,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1996
3131,WHITE,SPORTS CAR,1587,1990,4,0,NEW,UNKNOWN,TOYOTA,COROLLA,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,1.6 LB,CHRISTCHURCH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1990
3132,WHITE,CARAVAN,0,2007,10,1990,NEW,PRIVATE,CARAVAN,PRESTIGE 720-4,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,WAIPA DISTRICT,,TRAILER/CARAVAN,OTHER,2007
3133,SILVER,HATCHBACK,1331,2007,3,1175,USED,PRIVATE,TOYOTA,STARLET,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,CHRISTCHURCH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1997
3134,WHITE,SALOON,3565,2005,8,0,NEW,PRIVATE,HOLDEN,COMMODORE,PETROL,2,5,IMPORTED BUILT-UP,AUSTRALIA,175,NONE,EXEC SEDAN 3.6 AUTO,WHAKATANE DISTRICT,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
3135,GREEN,LIGHT VAN,1973,2003,3,2060,USED,PRIVATE,NISSAN,SERENA,DIESEL,0,8,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,TAURANGA CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1996
3136,GREY,SALOON,3498,2006,2,0,NEW,PRIVATE,NISSAN,MAXIMA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,170,NONE,3.5 PETROL ST,WHAKATANE DISTRICT,6-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3137,SILVER,DOMESTIC TRAILER,0,2006,9,0,NEW,UNKNOWN,TRAILER,DOMESTIC,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,SOUTH WAIRARAPA DISTRICT,,TRAILER/CARAVAN,OTHER GOODS,2006
3138,GREEN,STATION WAGON,3050,2003,4,2495,USED,PRIVATE,ISUZU,BIGHORN,DIESEL,0,7,IMPORTED BUILT-UP,JAPAN,0,JAPAN,3.1D,FAR NORTH DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1994
3139,GREY,BOAT TRAILER,0,2006,12,0,NEW,PRIVATE,TRAILER,FI-GLASS,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,TIMARU DISTRICT,,TRAILER/CARAVAN,OTHER GOODS,2006
3140,GOLD,HATCHBACK,1769,2005,6,1245,NEW,PRIVATE,NISSAN,PULSAR,PETROL,0,5,IMPORTED BUILT-UP,UNITED KINGDOM,92,NONE,1.8 HATCH AUTO,GISBORNE DISTRICT,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
3141,BLUE,MOTORCYCLE,250,2006,6,0,NEW,PRIVATE,YAMAHA,WR,PETROL,0,0,IMPORTED BUILT-UP,JAPAN,999,NONE,250FT,AUCKLAND,,MOTORCYCLE,PRIVATE PASSENGER,2006
3142,GOLD,HATCHBACK,1769,2005,6,1245,NEW,PRIVATE,NISSAN,PULSAR,PETROL,0,5,IMPORTED BUILT-UP,UNITED KINGDOM,92,NONE,1.8 HATCH AUTO,TAURANGA CITY,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
3143,BLUE,STATION WAGON,1990,2003,2,1535,USED,PRIVATE,TOYOTA,RAV4,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,WHAKATANE DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1996
3144,SILVER,STATION WAGON,2179,2010,2,0,NEW,PRIVATE,PEUGEOT,4007,DIESEL,2,5,IMPORTED BUILT-UP,FRANCE,115,NONE,2.2 4WD MANUAL,QUEENSTOWN-LAKES DISTRICT,6-GEAR MANUAL,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
3145,SILVER,SALOON,2990,2010,7,1775,USED,PRIVATE,SUBARU,LEGACY,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2002
3146,SILVER,BOAT TRAILER,0,2003,11,450,NEW,PRIVATE,TRAILER,DUNBIER,,2,0,NZ ASSEMBLED/BUILT,AUSTRALIA,0,NONE,,TAURANGA CITY,,TRAILER/CARAVAN,OTHER GOODS,2003
3147,BLUE,STATION WAGON,1990,2007,1,1410,USED,PRIVATE,TOYOTA,RAV4,PETROL,2,4,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,WAITAKI DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1995
3148,BLUE,SALOON,1500,1990,4,0,NEW,PRIVATE,MITSUBISHI,LANCER,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,GLX,HAMILTON CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1990
3149,GREEN,STATION WAGON,3950,2004,8,2085,USED,PRIVATE,CHRYSLER JEEP,CHEROKEE,PETROL,2,5,IMPORTED BUILT-UP,GERMANY,0,JAPAN,,SOUTH WAIKATO DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1996
3150,GREEN,HATCHBACK,1493,2008,8,1650,NEW,BUSINESS/FINANCIAL,KIA,RIO,DIESEL,2,5,IMPORTED BUILT-UP,SOUTH KOREA,81,NONE,1.5 DIESEL HATCH MAN,HASTINGS DISTRICT,5-GEAR MANUAL,PASSENGER CAR/VAN,PRIVATE PASSENGER,2008
3151,WHITE,STATION WAGON,3984,2004,9,2590,NEW,PRIVATE,FORD,TERRITORY,PETROL,2,7,IMPORTED BUILT-UP,AUSTRALIA,182,NONE,TX RWD,PALMERSTON NORTH CITY,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2004
3152,RED,SALOON,1998,2006,5,1788,NEW,PRIVATE,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,108,NONE,SEDAN GLX 2.0 5 AUTO,AUCKLAND,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3153,SILVER,SPORTS CAR,1781,2009,5,1550,USED,PRIVATE,AUDI,TT,PETROL,2,4,IMPORTED BUILT-UP,GERMANY,0,JAPAN,,CHRISTCHURCH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2004
3154,WHITE,SALOON,3791,1990,9,0,NEW,PRIVATE,HOLDEN,CALAIS,PETROL,0,50,UNKNOWN,AUSTRALIA,0,NONE,,PALMERSTON NORTH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1990
3155,WHITE,LIGHT VAN,1298,1977,3,1999,NEW,UNKNOWN,FORD,ESCORT,PETROL,0,2,UNKNOWN,NOT KNOWN,0,NONE,1977,FAR NORTH DISTRICT,,GOODS VAN/TRUCK/UTILITY,OTHER GOODS,1977
3156,WHITE,SELF PROPELLED CARAVAN,4927,1977,6,6909,NEW,PRIVATE,BEDFORD,VAS3,PETROL,2,3,UNKNOWN,NOT KNOWN,0,NONE,,FAR NORTH DISTRICT,,MOTOR CARAVAN,PRIVATE PASSENGER,1977
3157,SILVER,HATCHBACK,1769,2005,3,1235,NEW,PRIVATE,NISSAN,PULSAR,PETROL,0,5,IMPORTED BUILT-UP,UNITED KINGDOM,92,NONE,1.8 LS HATCH MAN,AUCKLAND,5-GEAR MANUAL,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
3158,BROWN,SALOON,1275,1980,4,0,NEW,PRIVATE,LEYLAND,MINI,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,WAITAKI DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1980
3159,RED,SALOON,1468,1990,3,0,NEW,PRIVATE,MITSUBISHI,LANCER,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,SEI,WHAKATANE DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1990
3160,RED,SALOON,1990,2003,3,1635,USED,PRIVATE,TOYOTA,ALTEZZA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,PORIRUA CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2001
3161,BLUE,SALOON,3984,2003,4,2100,NEW,PRIVATE,FORD,FALCON,PETROL,2,5,IMPORTED BUILT-UP,AUSTRALIA,180,NONE,BA FAIRMONT 6C,AUCKLAND,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2003
3162,BLACK,SALOON,3189,2008,9,2120,NEW,PRIVATE,VOLKSWAGEN,PASSAT,PETROL,0,5,IMPORTED BUILT-UP,GERMANY,184,NONE,3.2V6 4M DSG SEDAN,AUCKLAND,6-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2008
3163,SILVER,BOAT TRAILER,0,2007,11,0,NEW,PRIVATE,TRAILER,GALVANISED,,2,0,IMPORTED BUILT-UP,NEW ZEALAND,0,NONE,,SOUTH WAIKATO DISTRICT,,TRAILER/CARAVAN,OTHER GOODS,2007
3164,GREY,STATION WAGON,4991,2008,7,2655,NEW,PRIVATE,AUDI,A6,PETROL,0,5,IMPORTED BUILT-UP,GERMANY,426,NONE,RS 6 AVANT,PORIRUA CITY,6-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2008
3165,SILVER,HATCHBACK,1599,2007,4,1670,NEW,PRIVATE,KIA,RIO,PETROL,2,5,IMPORTED BUILT-UP,SOUTH KOREA,82,NONE,1.6 HATCH AUTO,AUCKLAND,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
3166,BLUE,DOMESTIC TRAILER,0,2001,8,0,NEW,UNKNOWN,TRAILER,HOMEBUILT,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,DUNEDIN CITY,,TRAILER/CARAVAN,OTHER GOODS,2001
3167,GREEN,TRACTOR,8100,2007,9,0,NEW,UNKNOWN,JOHN DEERE,7920,DIESEL,0,0,IMPORTED BUILT-UP,UNITED STATES,0,NONE,,SOUTHLAND DISTRICT,,TRACTOR,OTHER,2007
3168,BLUE,HATCHBACK,1975,2007,6,1727,NEW,PRIVATE,KIA,CERATO,PETROL,0,5,IMPORTED BUILT-UP,SOUTH KOREA,102,NONE,2.0 AUTO HATCH,WAIPA DISTRICT,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
3169,YELLOW,FLAT-DECK TRUCK,1586,1978,9,1999,NEW,PRIVATE,MAZDA,B1600,PETROL,0,2,UNKNOWN,NOT KNOWN,0,NONE,,WAIROA DISTRICT,,GOODS VAN/TRUCK/UTILITY,OTHER GOODS,1978
3170,RED,SALOON,3791,2003,11,0,NEW,PRIVATE,HOLDEN,COMMODORE,PETROL,0,5,IMPORTED BUILT-UP,AUSTRALIA,171,NONE,S S/C,WHANGANUI DISTRICT,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2003
3171,RED,SALOON,5665,2003,11,0,NEW,PRIVATE,HOLDEN,COMMODORE,PETROL,0,5,IMPORTED BUILT-UP,AUSTRALIA,245,NONE,SS AUTO V8,LOWER HUTT CITY,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2003
3172,GREEN,STATION WAGON,2160,2003,3,1755,USED,PRIVATE,TOYOTA,CAMRY,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,GRACIA,FAR NORTH DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1997
3173,WHITE,SALOON,2000,1990,10,0,NEW,UNKNOWN,FORD,TELSTAR,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,2.0 GL,PALMERSTON NORTH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1990
3174,GREEN,DOMESTIC TRAILER,0,2005,3,1800,NEW,UNKNOWN,TRAILER,BRIINN,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,HURUNUI DISTRICT,,TRAILER/CARAVAN,OTHER GOODS,2005
3175,SILVER,DOMESTIC TRAILER,0,2008,2,0,NEW,UNKNOWN,TRAILER,HOMEMADE,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,GREY DISTRICT,,TRAILER/CARAVAN,OTHER GOODS,2008
3176,GREY,HATCHBACK,2261,2006,5,1838,NEW,PRIVATE,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,122,NONE,SPORT LTD 2.3 M6,CHRISTCHURCH CITY,6-GEAR MANUAL,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3177,BLACK,HATCHBACK,2261,2006,4,1870,NEW,PRIVATE,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,122,NONE,SPORT LTD 2.3 5 AUTO,WAIPA DISTRICT,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3178,BROWN,STATION WAGON,3984,2004,6,2635,NEW,PRIVATE,FORD,TERRITORY,PETROL,2,5,IMPORTED BUILT-UP,AUSTRALIA,182,NONE,TERRITORY TX AWD,AUCKLAND,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2004
3179,BLUE,UTILITY,2499,2006,6,2928,NEW,PRIVATE,MAZDA,BOUNTY,DIESEL,2,4,IMPORTED BUILT-UP,THAILAND,86,NONE,C/PLUS C/C 4WD DX,SOUTH WAIKATO DISTRICT,5-GEAR MANUAL,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2006
3180,WHITE,LIGHT VAN,1171,1981,5,1999,NEW,PRIVATE,DATSUN,SUNNY GX,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,INVERCARGILL CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1981
3181,BLACK,SALOON,3123,2007,10,2130,NEW,PRIVATE,AUDI,A4,PETROL,0,5,IMPORTED BUILT-UP,GERMANY,188,NONE,3.2 QUATTRO TIP,AUCKLAND,6-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
3182,WHITE,HATCHBACK,1328,2009,6,1255,USED,PRIVATE,SUZUKI,SWIFT,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,RS,SOUTH TARANAKI DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2002
3183,SILVER,STATION WAGON,1990,2009,4,1805,USED,PRIVATE,HONDA,STREAM,PETROL,2,7,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2002
3184,BLACK,SALOON,4398,2004,10,2070,NEW,PRIVATE,BMW,645CI,PETROL,2,4,IMPORTED BUILT-UP,GERMANY,245,NONE,645CI COUPE A E63,AUCKLAND,6-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2004
3185,WHITE,LIGHT VAN,2779,2004,6,2770,USED,CONSTRUCTING,TOYOTA,HIACE,DIESEL,2,6,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,WAITAKI DISTRICT,,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,1996
3186,GREY,LIGHT VAN,2430,2004,10,2050,USED,PRIVATE,TOYOTA,ESTIMA,PETROL,0,8,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,SOUTHLAND DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1993
3187,BLACK,HATCHBACK,1331,2004,9,1175,USED,PRIVATE,TOYOTA,STARLET,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,REFLET,TIMARU DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1997
3188,BLUE,UTILITY,2953,2006,10,2920,NEW,PRIVATE,NISSAN,NAVARA,DIESEL,0,5,NZ ASSEMBLED/BUILT,JAPAN,104,NONE,3.0 4WD D/C W/S VENT,HOROWHENUA DISTRICT,5-GEAR MANUAL,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2006
3189,ORANGE,MOTORCYCLE,998,2007,7,0,NEW,PRIVATE,HONDA,CBR1000,PETROL,0,0,IMPORTED BUILT-UP,JAPAN,114,NONE,RR,LOWER HUTT CITY,,MOTORCYCLE,PRIVATE PASSENGER,2007
3190,SILVER,STATION WAGON,3984,2004,10,2690,NEW,PRIVATE,FORD,TERRITORY,PETROL,2,7,IMPORTED BUILT-UP,AUSTRALIA,182,NONE,GHIA AWD,CHRISTCHURCH CITY,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2004
3191,BLACK,STATION WAGON,4398,2004,10,2700,NEW,PRIVATE,BMW,X5,PETROL,2,5,IMPORTED BUILT-UP,UNITED STATES,235,NONE,4.4 AUTO SAV,MANAWATU DISTRICT,6-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2004
3192,WHITE,UTILITY,2488,2007,3,2630,NEW,PRIVATE,NISSAN,NAVARA,DIESEL,0,3,NZ ASSEMBLED/BUILT,JAPAN,100,NONE,2.5 2WD S/C C/C DIES,AUCKLAND,5-GEAR MANUAL,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2007
3193,SILVER,HATCHBACK,1300,1990,1,0,NEW,PRIVATE,TOYOTA,STARLET,PETROL,0,4,UNKNOWN,JAPAN,0,NONE,,GORE DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1990
3194,SILVER,HATCHBACK,1498,2006,9,0,NEW,PRIVATE,MAZDA,MAZDA2,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,82,NONE,HATCH 5 DR 1.5 AUTO,AUCKLAND,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3195,RED,SALOON,5408,2004,11,2100,NEW,PRIVATE,FORD,FALCON,PETROL,2,5,IMPORTED BUILT-UP,AUSTRALIA,250,NONE,BA XR8 4A,AUCKLAND,5-GEAR MANUAL,PASSENGER CAR/VAN,PRIVATE PASSENGER,2004
3196,BLUE,STATION WAGON,1490,2004,6,1445,USED,PRIVATE,MAZDA,FAMILIA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1998
3197,WHITE,STATION WAGON,2261,2006,5,1862,NEW,PRIVATE,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,122,NONE,WAGON GSX 2.3 5 AUTO,WAIMATE DISTRICT,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3198,WHITE,LIGHT VAN,2000,1978,7,1999,NEW,PRIVATE,FORD,TRANSIT,PETROL,0,2,UNKNOWN,NOT KNOWN,0,NONE,100,HURUNUI DISTRICT,,GOODS VAN/TRUCK/UTILITY,OTHER GOODS,1978
