OBJECTID,BASIC_COLOUR,BODY_TYPE,CC_RATING,FIRST_NZ_REGISTRATION_YEAR,FIRST_NZ_REGISTRATION_MONTH,GROSS_VEHICLE_MASS,IMPORT_STATUS,INDUSTRY_CLASS,MAKE,MODEL,MOTIVE_POWER,NUMBER_OF_AXLES,NUMBER_OF_SEATS,NZ_ASSEMBLED,ORIGINAL_COUNTRY,POWER_RATING,PREVIOUS_COUNTRY,SUBMODEL,TLA,TRANSMISSION_TYPE,VEHICLE_TYPE,VEHICLE_USAGE,VEHICLE_YEAR
3638,BLACK,SALOON,3564,2007,6,2030,NEW,PRIVATE,HOLDEN,COMMODORE,PETROL,2,5,IMPORTED BUILT-UP,AUSTRALIA,180,NONE,OMEGA SEDAN AUTO,KAWERAU DISTRICT,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
3639,RED,SALOON,1998,2006,3,1665,NEW,PRIVATE,HONDA,CIVIC,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,114,NONE,2.0S,WELLINGTON CITY,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3640,SILVER,SALOON,1998,2006,3,1665,NEW,PRIVATE,HONDA,CIVIC,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,114,NONE,2.0S,AUCKLAND,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3641,WHITE,HEAVY VAN,2399,2009,5,3300,NEW,PRIVATE,FORD,TRANSIT,DIESEL,2,2,IMPORTED BUILT-UP,UNITED KINGDOM,74,NONE,TRANSIT SWB MROOF M,AUCKLAND,5-GEAR MANUAL,GOODS VAN/TRUCK/UTILITY,OTHER GOODS,2009
3642,WHITE,SALOON,1000,1981,10,0,NEW,PRIVATE,LEYLAND,MINI,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,DUNEDIN CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1981
3643,BLUE,STATION WAGON,2980,2005,12,2205,USED,PRIVATE,TOYOTA,HILUX,DIESEL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,SURF,WHANGAREI DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1994
3644,WHITE,HATCHBACK,1290,2009,2,1285,USED,PRIVATE,TOYOTA,VITZ,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
3645,SILVER,STATION WAGON,1340,2006,1,1375,USED,PRIVATE,MITSUBISHI,COLT,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,DUNEDIN CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
3646,GREY,SALOON,1799,2006,3,1640,NEW,PRIVATE,HONDA,CIVIC,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,103,NONE,1.8S,WAITAKI DISTRICT,5-GEAR MANUAL,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3647,SILVER,HATCHBACK,1490,2007,9,1355,USED,PRIVATE,MITSUBISHI,COLT,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,PLUS,WAIMAKARIRI DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3648,WHITE,SALOON,1192,1962,6,0,NEW,PRIVATE,VOLKSWAGEN,,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,WAIPA DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1962
3649,BLUE,SALOON,1200,1983,1,0,NEW,PRIVATE,TOYOTA,STARLET,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,ASHBURTON DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1983
3650,SILVER,SALOON,1998,2006,3,1665,NEW,PRIVATE,HONDA,CIVIC,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,114,NONE,2.0S,INVERCARGILL CITY,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3651,GOLD,HATCHBACK,1797,2009,7,1445,NEW,PRIVATE,NISSAN,TIIDA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,94,NONE,1.8 PETROL HATCH ST,GORE DISTRICT,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
3652,SILVER,STATION WAGON,1340,2006,2,1355,USED,PRIVATE,MAZDA,DEMIO,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,TIMARU DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2002
3653,WHITE,STATION WAGON,2490,2006,3,2125,USED,PRIVATE,MAZDA,MPV,DIESEL,0,8,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,KAPITI COAST DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1996
3654,WHITE,SALOON,1460,2005,12,1415,USED,PRIVATE,MITSUBISHI,LANCER,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,CEDIA,TASMAN DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2001
3655,RED,MOTORCYCLE,150,2010,1,0,NEW,PRIVATE,FACTORY BUILT,LML BELLADONNA,PETROL,2,0,IMPORTED BUILT-UP,INDIA,0,NONE,RV150,AUCKLAND,,MOTORCYCLE,PRIVATE PASSENGER,2010
3656,WHITE,UTILITY,2953,2010,1,2919,NEW,PRIVATE,MAZDA,BT-50,DIESEL,2,5,IMPORTED BUILT-UP,THAILAND,115,NONE,D/C W/S 2WD SDX 5AT,HAMILTON CITY,5-GEAR AUTO,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2010
3657,WHITE,HATCHBACK,2261,2008,3,1870,NEW,PRIVATE,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,122,NONE,SPORT LTD 2.3 5 AUTO,AUCKLAND,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2008
3658,BLACK,DOMESTIC TRAILER,0,1998,2,0,NEW,UNKNOWN,TRAILER,LOCAL,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,PALMERSTON NORTH CITY,,TRAILER/CARAVAN,OTHER GOODS,1997
3659,SILVER,SALOON,5300,1991,5,0,RE-REG,PRIVATE,JAGUAR,XJ,PETROL,0,5,IMPORTED BUILT-UP,UNITED STATES,0,NEW ZEALAND,12L,CHRISTCHURCH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1974
3660,BLUE,SALOON,2260,2005,12,1665,USED,PRIVATE,MAZDA,ATENZA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,ASHBURTON DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
3661,SILVER,SALOON,1998,2006,6,1788,NEW,PRIVATE,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,108,NONE,SEDAN GLX 2.0 5 AUTO,FAR NORTH DISTRICT,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3662,GREEN,STATION WAGON,2498,2006,1,1745,USED,PRIVATE,NISSAN,STAGEA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,25X,MARLBOROUGH DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1997
3663,BLACK,STATION WAGON,2438,2008,2,2090,USED,PRIVATE,TOYOTA,ESTIMA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,LUCIDA,NEW PLYMOUTH DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1997
3664,WHITE,HATCHBACK,2261,2008,1,1838,NEW,PRIVATE,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,122,NONE,SPORT LTD 2.3 M6,AUCKLAND,6-GEAR MANUAL,PASSENGER CAR/VAN,PRIVATE PASSENGER,2008
3665,WHITE,STATION WAGON,2261,2007,8,1830,NEW,PRIVATE,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,122,NONE,WAGON GSX 2.3 M6,UPPER HUTT CITY,6-GEAR MANUAL,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
3666,SILVER,HATCHBACK,1320,2007,6,1295,USED,PRIVATE,SUZUKI,SWIFT,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,TAURANGA CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2004
3667,BLUE,STATION WAGON,3270,2007,9,2115,USED,PRIVATE,NISSAN,TERRANO,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,TIMARU DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1998
3668,WHITE,OTHER TRUCK,7961,2007,4,26000,NEW,COMMERCIAL ROAD TRANSPORT,HINO,FM,DIESEL,3,3,IMPORTED BUILT-UP,JAPAN,0,NONE,1JLPM-UGU,AUCKLAND,,GOODS VAN/TRUCK/UTILITY,TRANSPORT LICENSED GOODS,2007
3669,BLUE,STATION WAGON,1490,2006,8,0,USED,PRIVATE,HONDA,CIVIC,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,HASTINGS DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2000
3670,BLUE,SALOON,3020,1983,1,0,NEW,PRIVATE,HOLDEN,MONARO,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,NAPIER CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1973
3671,BLACK,LIGHT VAN,2400,2006,7,1575,NEW,PRIVATE,HONDA,ODYSSEY,PETROL,2,7,IMPORTED BUILT-UP,JAPAN,118,NONE,VTIL 7ST 2.4 5DR 5A,AUCKLAND,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3672,WHITE,HATCHBACK,1798,2009,3,1805,NEW,PRIVATE,TOYOTA,COROLLA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,100,NONE,1.8P GLX HATCH 5 6M,STRATFORD DISTRICT,6-GEAR MANUAL,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
3673,SILVER,SALOON,1830,2005,1,1465,USED,PRIVATE,NISSAN,PRIMERA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1997
3674,BLUE,UTILITY,2499,2004,11,2875,NEW,PRIVATE,MAZDA,BOUNTY,DIESEL,2,5,IMPORTED BUILT-UP,THAILAND,86,NONE,DBL CAB W/S 4WD SDX,AUCKLAND,5-GEAR MANUAL,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2004
3675,WHITE,UTILITY,2499,2004,9,2675,NEW,PRIVATE,MAZDA,BOUNTY,DIESEL,2,5,IMPORTED BUILT-UP,THAILAND,86,NONE,DBL CAB W/S 2WD DX,MATAMATA-PIAKO DISTRICT,5-GEAR MANUAL,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2004
3676,SILVER,HATCHBACK,1998,2005,6,1693,NEW,PRIVATE,MAZDA,MAZDA3,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,104,NONE,SPORTHATCH GSX 2.0 A,MASTERTON DISTRICT,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
3677,GOLD,SALOON,1799,2006,7,1665,NEW,PRIVATE,HONDA,CIVIC,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,103,NONE,1.8S,AUCKLAND,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3678,SILVER,LIGHT VAN,2354,2006,9,1950,NEW,PRIVATE,HONDA,CRV,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,118,NONE,SPORT 5D AT 2.4 WAG,WHANGAREI DISTRICT,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3679,WHITE,DOMESTIC TRAILER,0,2007,10,0,NEW,UNKNOWN,TRAILER,HATTON HORSE FLOAT,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,AUCKLAND,,TRAILER/CARAVAN,OTHER,2007
3680,GREY,UTILITY,2999,2006,3,2800,NEW,PRIVATE,HOLDEN,RODEO,DIESEL,2,5,IMPORTED BUILT-UP,THAILAND,96,NONE,LX CREW PU 3L MAN,MARLBOROUGH DISTRICT,5-GEAR MANUAL,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2006
3681,SILVER,STATION WAGON,3490,2004,10,2515,USED,PRIVATE,MITSUBISHI,PAJERO,PETROL,0,7,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,MACKENZIE DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1998
3682,RED,HATCHBACK,2260,2005,11,1693,NEW,PRIVATE,MAZDA,MAZDA3,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,115,NONE,SPORTHATCH SP23 2.3,NELSON CITY,5-GEAR MANUAL,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
3683,RED,HATCHBACK,1998,2005,5,1655,NEW,PRIVATE,MAZDA,MAZDA3,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,104,NONE,SPORTHATCH GLX 2.0 M,AUCKLAND,5-GEAR MANUAL,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
3684,GREY,SALOON,1500,1990,3,0,NEW,PRIVATE,MITSUBISHI,LANCER,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,GLX AUTO,NELSON CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1990
3685,RED,SALOON,2261,2009,4,2165,NEW,PRIVATE,FORD,MONDEO,PETROL,2,5,IMPORTED BUILT-UP,BELGIUM,118,NONE,2.3 SEDAN AUT,NEW PLYMOUTH DISTRICT,6-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
3686,SILVER,HATCHBACK,2261,2006,7,1870,NEW,PRIVATE,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,122,NONE,SPORT LTD 2.3 5 AUTO,AUCKLAND,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3687,BLUE,HATCHBACK,1498,2006,11,0,NEW,PRIVATE,MAZDA,MAZDA2,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,82,NONE,HATCH 5 DR 1.5 AUTO,HASTINGS DISTRICT,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3688,BLACK,STATION WAGON,2261,2009,2,2265,NEW,PRIVATE,FORD,MONDEO,PETROL,2,5,IMPORTED BUILT-UP,BELGIUM,118,NONE,WAG 2.3 AUTO,WELLINGTON CITY,6-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
3689,GREY,HATCHBACK,1498,2007,1,0,NEW,PRIVATE,MAZDA,MAZDA2,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,82,NONE,HATCH 5 DR 1.5 AUTO,TARARUA DISTRICT,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
3690,BLUE,HATCHBACK,1498,2006,10,0,NEW,PRIVATE,MAZDA,MAZDA2,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,82,NONE,HATCH 5 DR 1.5 AUTO,BULLER DISTRICT,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3691,WHITE,UTILITY,1990,2006,2,2340,USED,PRIVATE,TOYOTA,HILUX,PETROL,2,2,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,AUCKLAND,,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,1996
3692,GREY,STATION WAGON,1990,2007,7,1805,USED,PRIVATE,TOYOTA,GAIA,PETROL,2,7,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,CHRISTCHURCH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1998
3693,SILVER,STATION WAGON,2261,2009,3,2265,NEW,PRIVATE,FORD,MONDEO,PETROL,2,5,IMPORTED BUILT-UP,BELGIUM,118,NONE,WAG 2.3 AUTO,KAPITI COAST DISTRICT,6-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
3694,GREY,SALOON,1999,2009,2,2090,NEW,PRIVATE,FORD,MONDEO,PETROL,2,5,IMPORTED BUILT-UP,BELGIUM,107,NONE,2.0 SEDAN MAN,WHANGANUI DISTRICT,5-GEAR MANUAL,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
3695,BLUE,STATION WAGON,1990,2006,10,1605,USED,PRIVATE,MAZDA,CAPELLA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,CHRISTCHURCH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2000
3696,RED,HATCHBACK,1498,2006,10,0,NEW,PRIVATE,MAZDA,MAZDA2,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,82,NONE,HATCH 5 DR 1.5 AUTO,PALMERSTON NORTH CITY,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3697,GREY,DOMESTIC TRAILER,0,1996,11,0,NEW,UNKNOWN,TRAILER,HOME-MADE,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,CHRISTCHURCH CITY,,TRAILER/CARAVAN,OTHER GOODS,1996
3698,WHITE,UTILITY,3310,1978,4,1999,NEW,PRIVATE,HOLDEN,8WN80,PETROL,0,2,UNKNOWN,NOT KNOWN,0,NONE,,WAIMAKARIRI DISTRICT,,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,1978
3699,WHITE,STATION WAGON,1998,2006,2,1755,USED,PRIVATE,TOYOTA,CALDINA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,GT,AUCKLAND,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1998
3700,SILVER,STATION WAGON,2261,2008,11,2265,NEW,PRIVATE,FORD,MONDEO,PETROL,2,5,IMPORTED BUILT-UP,BELGIUM,118,NONE,WAG 2.3 AUTO,AUCKLAND,6-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2008
3701,SILVER,BOAT TRAILER,0,2007,6,0,NEW,UNKNOWN,TRAILER,SURTEES,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,TAURANGA CITY,,TRAILER/CARAVAN,OTHER,2007
3702,RED,CONVERTIBLE,1798,2008,12,1955,NEW,PRIVATE,AUDI,A3,PETROL,0,4,IMPORTED BUILT-UP,GERMANY,118,NONE,CABRIOLET 1.8T FSI,NELSON CITY,6-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2008
3703,WHITE,STATION WAGON,2261,2009,2,2265,NEW,PRIVATE,FORD,MONDEO,PETROL,2,5,IMPORTED BUILT-UP,BELGIUM,118,NONE,WAG 2.3 AUTO,AUCKLAND,6-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
3704,GREY,HATCHBACK,2261,2006,6,1842,NEW,PRIVATE,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,122,NONE,SPORT GSX 2.3 5 AUTO,CHRISTCHURCH CITY,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3705,WHITE,HATCHBACK,1298,1990,3,0,NEW,UNKNOWN,FORD,LASER,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,HATCH,TASMAN DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1990
3706,WHITE,UTILITY,2499,2004,12,2665,NEW,PRIVATE,MAZDA,BOUNTY,DIESEL,2,3,IMPORTED BUILT-UP,THAILAND,86,NONE,STD CAB C/C 2WD DX,PORIRUA CITY,5-GEAR MANUAL,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2004
3707,GREY,SALOON,1998,2004,3,0,USED,PRIVATE,TOYOTA,CORONA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,PREMIO G,WELLINGTON CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1997
3708,GREEN,SALOON,1244,1981,10,0,NEW,UNKNOWN,MITSUBISHI,MIRAGE,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,GORE DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1981
3709,BLUE,DOMESTIC TRAILER,0,2006,9,1999,NEW,UNKNOWN,BRIFORD,8X4 TANDEM TIPPER,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,CHRISTCHURCH CITY,,TRAILER/CARAVAN,OTHER GOODS,2001
3710,SILVER,HATCHBACK,1390,2008,12,1880,RE-REG,PRIVATE,AUDI,A3,PETROL,0,5,IMPORTED BUILT-UP,GERMANY,92,NONE,SPORTBACK 1.4T FSI,SOUTH WAIRARAPA DISTRICT,6-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2008
3711,GREY,STATION WAGON,2261,2009,1,2265,NEW,PRIVATE,FORD,MONDEO,PETROL,2,5,IMPORTED BUILT-UP,BELGIUM,118,NONE,WAG 2.3 AUTO,NAPIER CITY,6-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
3712,SILVER,STATION WAGON,2261,2006,6,1862,NEW,PRIVATE,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,122,NONE,WAGON GSX 2.3 5 AUTO,DUNEDIN CITY,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3713,RED,SALOON,1490,2006,1,1210,USED,PRIVATE,TOYOTA,COROLLA,PETROL,0,4,IMPORTED BUILT-UP,JAPAN,0,JAPAN,LEVIN,CHRISTCHURCH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1996
3714,GREY,SALOON,2261,2005,6,1798,NEW,PRIVATE,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,122,NONE,SEDAN GSX 2.3 AUTO H,SOUTH TARANAKI DISTRICT,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
3715,BLUE,HATCHBACK,1998,2005,6,1693,NEW,PRIVATE,MAZDA,MAZDA3,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,104,NONE,SPORTHATCH GSX 2.0 A,INVERCARGILL CITY,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
3716,WHITE,LIGHT VAN,1998,2004,9,2935,USED,PRIVATE,TOYOTA,HIACE,PETROL,2,3,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,NAPIER CITY,,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,1996
3717,GOLD,HATCHBACK,1490,2006,8,1470,NEW,PRIVATE,SUZUKI,SWIFT,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,75,NONE,GLXH2 1.5 5DR,BULLER DISTRICT,5-GEAR MANUAL,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3718,WHITE,SELF PROPELLED CARAVAN,2500,2004,10,3490,NEW,PRIVATE,FORD,TRANSIT,DIESEL,2,3,IMPORTED BUILT-UP,UNITED KINGDOM,63,NONE,350LTD XHIGH 4D A,KAPITI COAST DISTRICT,3-GEAR AUTO,MOTOR CARAVAN,PRIVATE PASSENGER,2004
3719,WHITE,OTHER TRUCK,3455,1991,9,5655,NEW,PRIVATE,FORD,0510 TRADER,DIESEL,2,3,UNKNOWN,JAPAN,0,NONE,,AUCKLAND,,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,1991
3720,WHITE,SALOON,1998,1991,10,2215,NEW,PRIVATE,FORD,ECONOVAN,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,,ASHBURTON DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1991
3721,GREEN,STATION WAGON,1998,1989,8,0,NEW,PRIVATE,FORD,TELSTAR,PETROL,2,5,UNKNOWN,JAPAN,0,NONE,,NELSON CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1989
3722,BLACK,STATION WAGON,1990,2006,2,1685,USED,PRIVATE,SUBARU,FORESTER,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,INVERCARGILL CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1998
3723,SILVER,HATCHBACK,1340,2007,10,1335,USED,PRIVATE,MAZDA,DEMIO,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,CHRISTCHURCH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,2003
3724,SILVER,BOAT TRAILER,0,1997,11,0,NEW,PRIVATE,HOMEBUILT,BOAT TRAILER,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,TAURANGA CITY,,TRAILER/CARAVAN,OTHER GOODS,1997
3725,BLUE,SALOON,1998,1983,3,0,NEW,UNKNOWN,FORD,CORTINA,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,TIMARU DISTRICT,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1983
3726,BLUE,HATCHBACK,1295,1991,3,0,NEW,PRIVATE,TOYOTA,COROLLA,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,HB AUTO,CHRISTCHURCH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1991
3727,GREEN,SALOON,1834,2006,3,1535,USED,PRIVATE,MITSUBISHI,GALANT,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,VR-G,LOWER HUTT CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1996
3728,SILVER,SALOON,1990,2008,1,1575,USED,PRIVATE,NISSAN,PRIMERA,PETROL,2,5,IMPORTED BUILT-UP,UNITED KINGDOM,0,JAPAN,GT,INVERCARGILL CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1997
3729,SILVER,STATION WAGON,1753,2009,5,1950,NEW,PRIVATE,FORD,FOCUS,DIESEL,2,5,IMPORTED BUILT-UP,GERMANY,85,NONE,1.8TD WAGON,WELLINGTON CITY,5-GEAR MANUAL,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
3730,WHITE,HATCHBACK,2261,2006,8,1870,NEW,PRIVATE,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,122,NONE,SPORT LTD 2.3 5 AUTO,NEW PLYMOUTH DISTRICT,5-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
3731,WHITE,STATION WAGON,2430,2006,1,2200,USED,PRIVATE,TOYOTA,ESTIMA,PETROL,2,8,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,CHRISTCHURCH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1999
3732,WHITE,SALOON,1582,2009,4,1840,NEW,PRIVATE,HYUNDAI,I30,DIESEL,2,5,IMPORTED BUILT-UP,SOUTH KOREA,85,NONE,1.6 CRDI ELITE A4,AUCKLAND,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
3733,GOLD,SALOON,1797,2009,7,1425,NEW,PRIVATE,NISSAN,TIIDA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,94,NONE,1.8 PETROL ST,WELLINGTON CITY,4-GEAR AUTO,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
3734,GOLD,SALOON,1480,2007,8,1355,USED,PRIVATE,MAZDA,FAMILIA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,LS,CHRISTCHURCH CITY,,PASSENGER CAR/VAN,PRIVATE PASSENGER,1997
